Unit MaStR Number,Postal Code,Longitude,Latitude,Gross Power (kW),Net Rated Power (kW),Generation MaStR Number,Name of Wind Farm,Location,Hub Height (m),Rotor Diameter (m),EEG MaStR Number,Date of Final Decommissioning,North Sea Cluster,Baltic Sea Cluster
SEE957723622579,50127,6.711188,50.945721,3000,3000,SGE935189689244,Windpark Fischbachh??he GmbH ??? Co. KG,888,114,131,EEG934730834591,,,
SEE906110965270,26529,7.243216,53.502987,2300,2300,SGE984634621537,E-70,888,,71,EEG927703503716,,,
SEE902442233360,16818,12.731947,52.916969,1500,1500,SGE902505148587,,888,85,77,EEG907941255783,,,
SEE902873520671,85135,11.212018,49.036148,2400,2400,SGE973274302807,Windpark Stadelhofen-Titting,888,140.6,116.8,EEG937127547265,,,
SEE972861754494,17391,13.4349,53.879995,3050,3050,SGE966259971204,Windpark Neetzow-Liepen,888,99,101,EEG947603108262,,,
SEE991181426935,,5.828958,54.34155,6300,6300,SGE921087548875,OWP Veja Mate,889,103.28,154,EEG968963498985,,1551,
SEE991612228343,17391,13.430645,53.878166,3050,3050,SGE966259971204,Windpark Neetzow-Liepen,888,99,101,EEG959745736418,,,
SEE953467930918,17391,13.429678,53.874947,3050,3050,SGE966259971204,Windpark Neetzow-Liepen,888,99,101,EEG941858856480,,,
SEE950224912781,17391,13.426365,53.871857,3050,3050,SGE966259971204,Windpark Neetzow-Liepen,888,99,101,EEG913700267171,,,
SEE901124399400,17391,13.434115,53.874153,3050,3050,SGE966259971204,Windpark Neetzow-Liepen,888,99,101,EEG957503525236,,,
SEE927540582134,17391,13.437973,53.877179,3050,3050,SGE966259971204,Windpark Neetzow-Liepen,888,99,101,EEG954082051828,,,
SEE972259067519,17391,13.437285,53.871857,3050,3050,SGE966259971204,Windpark Neetzow-Liepen,888,99,101,EEG949824542283,,,
SEE935439330193,17391,13.444222,53.88112,3050,3050,SGE966259971204,Windpark Neetzow-Liepen,888,99,101,EEG905556377234,,,
SEE990377722783,59597,8.278833,51.614717,850,850,SGE917566690036,,888,68,52,EEG900672645199,,,
SEE903572407003,17391,13.441131,53.88382,3050,3050,SGE966259971204,Windpark Neetzow-Liepen,888,99,101,EEG935993769156,,,
SEE947975982231,29581,10.401259,52.984043,3600,3600,SGE977908889092,WP Gerdau Repowering,888,99,131,EEG931683422868,,,
SEE916778409283,17391,13.44369,53.874118,3050,3050,SGE966259971204,Windpark Neetzow-Liepen,888,99,101,EEG964318597938,,,
SEE989977425965,17391,13.435761,53.884202,3050,3050,SGE966259971204,Windpark Neetzow-Liepen,888,99,101,EEG996204888561,,,
SEE965845097366,17391,13.441899,53.871689,3050,3050,SGE956631165000,Windpark Neetzow-Liepen,888,149,101,EEG912195752469,,,
SEE901813917243,24229,10.096044,54.458812,1500,1500,SGE921091701594,B??rgerwindpark Schwedeneck GmbH???Co.KG,888,,70.5,EEG986753080462,,,
SEE999903350070,46446,6.331405,51.838531,1500,1500,,WEA Hetter,888,85,77,EEG991129413157,,,
SEE924504373616,25858,9.058693,54.636111,2300,2300,SGE911928087151,Windpark H??gel GmbH ??? Co KG,888,64,71,EEG911438379630,,,
SEE991053201844,49453,8.479309,52.529095,2300,2300,SGE918065126873,WEA D??versbruch,888,108.38,82,EEG945839401263,,,
SEE937969118791,28239,8.743006,53.143769,2300,2300,SGE959210557708,WP Oslebshausen,888,108,82,EEG926540899822,,,
SEE905555335747,35041,8.730682,50.849961,1500,1500,,Auf der Weinstra??e Marburg,888,85,77,EEG942674843234,,,
SEE976922103856,28239,8.746336,53.142563,2300,2300,SGE977471957112,WP Oslebshausen,888,108,82,EEG905711205792,,,
SEE954845316119,31226,10.130759,52.313801,3200,3200,SGE926067195193,WP Schwicheldt,888,139,122,EEG946645771236,,,
SEE991826307841,27449,9.257566,53.480093,3300,3300,SGE929283220090,WP Essel,888,140,112,EEG967707194701,,,
SEE902072542702,34516,,,3.68,3.68,,Windmast,888,,3.8,EEG982857338805,,,
SEE951748946351,97288,10.036,49.773,750,750,SGE935294800404,Windkraftanlage Theilheim,888,74,52,EEG925800713441,,,
SEE976991459809,27449,9.270297,53.477423,3300,3300,SGE929283220090,WP Essel,888,140,112,EEG989417129408,,,
SEE932582249037,27449,9.262261,53.476542,3300,3300,SGE929283220090,WP Essel,888,140,112,EEG906472748511,,,
SEE934234516511,27449,9.259465,53.472772,3300,3300,SGE929283220090,WP Essel,888,140,112,EEG963154578125,,,
SEE982823615473,16818,12.725862,52.915758,1500,1500,SGE902505148587,,888,85,77,EEG918175542662,,,
SEE930804479316,25872,9.174759,54.48072,3300,3300,SGE901956452946,WP Falkenboe Infastruktur GbR,888,94,112,EEG947866666950,,,
SEE939513279736,24969,9.159765,54.715967,2050,2050,SGE963670570351,B??rgerwindpark Rodautal GmbH ??? Co. KG,888,80,92,EEG947338171395,,,
SEE938896878673,25767,9.234159,54.11571,3075,3075,SGE933368000781,BWP Wrohm-Osterrade GmbH ??? Co. KG,888,94,112,EEG950028803018,,,
SEE961353044366,27449,9.328487,53.500639,2300,2300,SGE941075689472,WP Mulsum I,888,138.38,82,EEG961731522967,,,
SEE923981408699,87480,,,10,10,,WindKraft KHS,888,,13.2,EEG973173480699,,,
SEE923776508078,16792,13.284694,52.993772,2000,2000,,Windpark Badingen,888,105,90,EEG907854963409,,,
SEE919010704498,25842,9.037237,54.677477,3370,3370,SGE919730382624,WPL,888,98,104,EEG991985414077,,,
SEE925525904186,24969,9.151554,54.715014,3170,3170,SGE903473493235,B??rgerwindpark Rodautal GmbH ??? Co. KG,888,93,114,EEG925943476555,,,
SEE929811096401,29386,10.593642,52.751886,600,600,,Obernholz,888,70,46,EEG901320436800,,,
SEE987891149547,24969,9.143278,54.710259,3170,3170,SGE971033039032,B??rgerwindpark Rodautal GmbH ??? Co. KG,888,93,114,EEG911215476231,,,
SEE907537939899,16818,12.718411,52.923657,1500,1500,SGE902505148587,,888,85,77,EEG926700853473,,,
SEE958839237145,34388,9.382533,51.625131,3450,3450,SGE994582645288,Windpark Bad Karlshafen,888,149,126,,,,
SEE984456281087,25858,9.064189,54.634965,3050,3050,SGE927390460330,Windpark H??gel GmbH ??? Co KG,888,99,101,EEG960689972381,,,
SEE978608520667,16818,12.716291,52.925889,1500,1500,SGE902505148587,,888,85,77,EEG986203565853,,,
SEE955612727589,27449,9.324062,53.501077,3000,3000,SGE905576280019,WP Mulsum II,888,149.9,115,EEG957463192653,,,
SEE945658347056,97877,9,49,850,850,SGE952801405044,Windpark H??hefeld,888,74,52,EEG926143231470,,,
SEE944239630990,25842,9.031202,54.673517,3370,3370,SGE975231856019,WPL,888,98,104,EEG972774583341,,,
SEE946385686357,16818,12.71258,52.928041,1500,1500,SGE902505148587,,888,85,77,EEG939358718100,,,
SEE919422718403,49751,7.497952,52.806069,4200,4200,SGE957714181948,WP S??gel S??d,888,135,127,EEG943534360007,,,
SEE964532587104,18246,11.935826,53.893624,3050,3050,SGE951091291986,Windpark Trechow,888,135.4,101,EEG915998819414,,,
SEE919469281441,25813,9.032867,54.451714,3600,3600,SGE946078582096,4testwind,888,110,140,EEG967767805050,,,
SEE912529897798,25842,9.036644,54.673631,3370,3370,SGE971620204843,WPL,888,98,104,EEG926255556461,,,
SEE947897871002,85135,11.206512,49.032385,2400,2400,SGE903646306621,Windpark Stadelhofen-Titting,888,140.6,116.8,EEG925052709605,,,
SEE937012023256,27711,8.747598,53.23916,3170,3170,SGE914074547913,Lange Heide Windkraft- Beteiligungs GmbH ??? Co. KG,888,121,114,EEG983254657407,,,
SEE923469471689,25842,9.037789,54.669856,3370,3370,SGE968966912648,WPL,888,98,104,EEG967209471058,,,
SEE925003720796,55471,7.467705,50.003016,2300,2300,SGE934068296740,WP Kisselsheide,888,138,82,EEG917136866151,,,
SEE959420003316,27232,8.71442,52.65503,2300,2300,SGE982121664258,67,888,138,82,EEG990423905986,,,
SEE912423872242,27711,8.742384,53.239172,3175,3175,SGE914074547913,Lange Heide Windkraft- Beteiligungs GmbH ??? Co. KG,888,121,114,EEG999410508391,,,
SEE907566446207,85435,,,5.5,5.5,,,888,18,5.1,EEG923276605154,,,
SEE997725827305,27232,8.71851,52.64572,2300,2300,SGE982121664258,67,888,138,82,EEG990191536597,,,
SEE974362869271,27232,8.79883,52.6409,2300,2300,SGE970702282045,89,888,138,82,EEG932064252319,,,
SEE919877394658,16818,12.709029,52.930093,1500,1500,SGE902505148587,,888,85,77,EEG906593170703,,,
SEE933521800050,27232,8.79923,52.63778,2300,2300,SGE970702282045,89,888,138,82,EEG999713258108,,,
SEE914028681946,16818,12.704551,52.932672,1500,1500,SGE902505148587,,888,85,77,EEG919267303703,,,
SEE918471643612,85135,11.20653,49.02918,2400,2400,SGE955937104225,Windpark Stadelhofen-Titting,888,140.6,116.8,EEG999316377336,,,
SEE973682130047,99820,10.377431,51.002156,600,600,,Gro??enlupnitz,888,58,44,EEG972715107926,,,
SEE953888752298,85135,11.205348,49.037694,2400,2400,SGE936002248952,Windpark Stadelhofen-Titting,888,140.6,116.8,EEG919060427446,,,
SEE981965198202,16818,12.700799,52.934267,1500,1500,SGE902505148587,,888,85,77,EEG952609124543,,,
SEE944708109675,97877,9.599,49.73,850,850,SGE930335573156,Windpark H??hefeld,888,74,52,EEG987323583437,,,
SEE948553761750,16818,12.695951,52.936137,1500,1500,SGE902505148587,,888,85,77,EEG928229683296,,,
SEE957584341459,24969,9.20716,54.668799,2500,2500,SGE950250710276,Windpark Sillerup GmbH ??? Co. KG,888,93.5,112,EEG914670315725,,,
SEE982552141472,16818,12.720072,52.929703,1500,1500,SGE902505148587,,888,85,77,EEG970805924439,,,
SEE920651643305,16818,12.716328,52.932602,1500,1500,SGE902505148587,,888,85,77,EEG904373228989,,,
SEE908008959934,24229,10.100503,54.458322,1500,1500,SGE947422182740,B??rgerwindpark Schwedeneck GmbH???Co.KG,888,,74.5,EEG957056932147,,,
SEE956234354696,33100,8.833742,60.003844,1500,1500,,,888,66.8,66,EEG978124968714,7/15/2021,,
SEE959325922958,17291,13.992542,53.372866,2780,2780,SGE939956163142,UM Uckermark,888,139,120,EEG938007493139,,,
SEE953711247748,16818,12.713031,52.934697,1500,1500,SGE902505148587,,888,85,77,EEG984077742691,,,
SEE907451848505,24229,10.098904,54.45618,1500,1500,SGE941197326880,B??rgerwindpark Schwedeneck GmbH???Co.KG,888,,74.5,EEG907249484731,,,
SEE935782692672,52525,6.05033,51.029687,2400,2400,SGE976757660685,Windpark Heinsberg P??tt,888,120,116.8,EEG943927383682,,,
SEE916332403214,16818,12.708977,52.936006,1500,1500,SGE902505148587,,888,85,77,EEG959271722923,,,
SEE968225260886,16818,12.704909,52.937316,1500,1500,SGE902505148587,,888,85,77,EEG927576533605,,,
SEE948492783349,,7.174499,55.067578,3780,3780,SGE922210030212,OWP DanTysk,889,88,120,EEG914567038492,,1550,
SEE949843189186,16818,12.700825,52.938625,1500,1500,SGE902505148587,,888,85,77,EEG986624467477,,,
SEE975637260540,21710,9.325212,53.651701,2350,2350,SGE947229610163,Windpark_Engelschoff,888,103.9,92,EEG997037051009,,,
SEE911152300507,25858,9.069618,54.634875,3050,3050,SGE918566454208,Windpark H??gel GmbH ??? Co KG,888,99,101,EEG971161534225,,,
SEE915329728132,52525,6.051786,51.027187,2400,2400,SGE915685783202,Windpark Heinsberg P??tt,888,120,116.8,EEG998660011859,,,
SEE903891371290,25858,9.075354,54.63957,2300,2300,SGE945409705166,Windpark H??gel GmbH ??? Co KG,888,64,71,EEG932251878667,,,
SEE986666235829,91236,11.48941,49.4241,2000,2000,SGE962534656156,WEA Waller Alfeld 1,888,125,90,EEG994525956273,,,
SEE976915898585,26937,8.33369,53.48001,500,500,,9403,888,40.5,39,EEG932304108819,,,
SEE924351019002,21710,9.320578,53.651192,2350,2350,SGE947229610163,Windpark_Engelschoff,888,103.9,92,EEG951490627249,,,
SEE908086838367,49406,8.523287,52.675012,2350,2350,SGE901963851343,Windpark D??ste 2,888,104,92,EEG959883002529,,,
SEE995571598158,25858,9.06917,54.637755,2300,2300,SGE976203555916,Windpark H??gel GmbH ??? Co KG,888,64,71,EEG947907772428,,,
SEE917138088131,99628,11.335705,51.17818,3075,3075,SGE903395350531,Olbersleben,888,140,112,EEG991785800018,,,
SEE985561116752,49406,8.519302,52.669762,2350,2350,SGE901963851343,Windpark D??ste 2,888,104,92,EEG957379015954,,,
SEE996674812974,21710,9.323544,53.653563,2350,2350,SGE947229610163,Windpark_Engelschoff,888,103.9,92,EEG999481102030,,,
SEE926966665483,49406,8.523795,52.67253,2350,2350,SGE901963851343,Windpark D??ste 2,888,104,92,EEG965869551813,,,
SEE947588270947,21710,9.319339,53.65338,2350,2350,SGE947229610163,Windpark_Engelschoff,888,103.9,92,EEG905915576285,,,
SEE928497558517,21710,9.316131,53.651366,2350,2350,SGE947229610163,Windpark_Engelschoff,888,103.9,92,EEG955117005809,,,
SEE981799532012,49406,8.51968,52.663409,2350,2350,SGE901963851343,Windpark D??ste 2,888,104,92,EEG905044650917,,,
SEE916153193301,49406,8.52345,52.667143,2350,2350,SGE975902740906,Windpark D??ste 2,888,104,92,EEG997856175290,,,
SEE904722017912,21224,9.89363,53.395505,1800,1800,,Windpark Rosengarten,888,65,70,EEG956448453604,6/30/2023,,
SEE988717377793,37586,9.74049,51.84607,2500,2500,SGE952466094942,10,888,140,112,EEG934706972227,,,
SEE984619790395,37586,9.74676,51.84167,2500,2500,SGE984858104885,11,888,140,112,EEG961662315522,,,
SEE950357751646,21224,9.898241,53.395253,1800,1800,,Windpark Rosengarten,888,65,70,EEG930809254406,6/30/2023,,
SEE911935943761,56479,8.051,50.67,500,500,SGE988160555229,Salzburger Kopf,888,48,40.3,EEG928846882560,,,
SEE900809217701,21224,9.903445,53.395081,1800,1800,,Windpark Rosengarten,888,65,70,EEG990450574377,6/30/2023,,
SEE978561450643,32457,8.942036,52.216752,2400,2400,SGE905912987633,83055,888,140.6,116.8,EEG923714504971,,,
SEE942092839925,21224,9.899704,53.398012,1800,1800,,Windpark Rosengarten,888,65,70,EEG936951818275,6/30/2023,,
SEE941696527733,18445,13.005361,54.353654,500,500,,WP Schmedshagen 1,888,40.5,39,EEG919329895139,,,
SEE947500500473,18445,13.003581,54.354993,600,600,,WP Schmedshagen 2,888,54,42,EEG952503694555,,,
SEE990665224043,57482,7.87056,50.9585,600,600,SGE933834509763,Wenden,888,77.9,44,EEG930161013055,,,
SEE906769231399,25899,8.790837,54.80088,800,800,SGE983263211140,Nieb??ll Kl??ranlage,888,50,48,EEG935753182355,,,
SEE997380880080,31162,10.051297,52.116792,3075,3075,SGE921567997513,Windenergie Koppelberg GmbH ??? Co. KG,888,140,112,EEG955980055475,,,
SEE956612466263,97320,10.116,49.766,1500,1500,SGE974067031287,Windpark Buchbrunn,888,108.6,82,EEG953417900435,,,
SEE917861624699,18445,13.001251,54.356262,600,600,,WP Schmedshagen 2,888,54,42,EEG936199958023,,,
SEE906226367289,85135,11.21813,49.02788,1500,1500,SGE972868355106,Titting 1,888,100,77,EEG906638944122,,,
SEE996261343003,,7.175124,55.07562,3780,3780,SGE922210030212,OWP DanTysk,889,88,120,EEG917638821283,,1550,
SEE935760437950,31162,10.055048,52.116723,3075,3075,SGE921567997513,Windenergie Koppelberg GmbH ??? Co. KG,888,140,112,EEG944451898970,,,
SEE918151612433,85135,11.21111,49.02417,2500,2500,SGE994869832578,Titting 2,888,140,112,EEG985249590423,,,
SEE966438861906,33142,8.535516,51.53489,2000,2000,SGE928244343397,Windpark Oberfeld,888,98.2,71,EEG915777128829,,,
SEE964741560776,85135,11.21944,49.03917,2500,2500,SGE970565620718,Titting 3,888,140,112,EEG958875790963,,,
SEE993135673266,25813,8.97939,54.446174,3075,3075,SGE992362464739,Energiepark Simonsberg,888,84,112,EEG985788634985,,,
SEE983682138684,91236,11.51111,49.41583,2400,2400,SGE998193771831,Waller Alfeld 2,888,141,117,EEG967183893990,,,
SEE942134321470,54426,6.959297,49.774174,2400,2400,SGE964470969932,WP Berger-Wacken,888,140.6,116.8,EEG993308375379,,,
SEE978980812312,79650,7.926348,47.70819,3000,3000,SGE979860542411,Windpark Rohrenkopf,888,149,115,EEG932470083057,,,
SEE969499157391,57334,8.384125,50.888022,3075,3075,SGE937682639740,Wittgenstein New Energy,888,140,112,EEG970537893928,,,
SEE937748031556,97320,10.108,49.766,1500,1500,SGE954700175905,Windpark Buchbrunn,888,108.6,82,EEG967579244054,,,
SEE958706407503,55471,7.462672,50.003318,2300,2300,SGE934068296740,Windpark Kisselsheide,888,138,82,EEG917327367702,,,
SEE904307471900,55494,7.682222,49.978479,7580,7580,SGE990584094260,Windpark Ellern,888,135,127,EEG944486446030,,,
SEE922912793552,6449,11.547839,51.716283,2000,2000,,Drohndorf,888,100,82,EEG944320746531,,,
SEE903044575551,57334,8.374017,50.903778,3075,3075,SGE967230813445,Wittgenstein New Energy,888,140,112,EEG955638175982,,,
SEE948383845170,61279,8.465916,50.412047,2780,2780,SGE922013020748,Windpark Siegfriedeiche,888,139,120,EEG970826826422,,,
SEE925377908066,61279,8.458014,50.409215,2780,2780,SGE958229495407,Windpark Siegfriedeiche,888,139,120,EEG942282250714,,,
SEE915541405552,25593,9.540932,54.064653,2050,2050,SGE992784133404,Christinenthal,888,80,92,EEG993729151903,,,
SEE902566900605,90616,10.661387,49.428754,3300,3300,SGE976760915772,Windpark Neuhof,888,137,126,EEG908898023685,,,
SEE968501549438,91238,11.438746,49.427057,3050,3050,SGE931921399181,Windpark Offenhausen,888,135,101,EEG939397585916,,,
SEE946200927849,79650,7.927622,47.712243,3000,3000,SGE979860542411,,888,149,115,EEG915673521373,,,
SEE969004093916,61279,8.450386,50.40944,2780,2780,SGE974699157881,Windpark Siegfriedeiche,888,139,120,EEG945459508540,,,
SEE923993752292,61279,8.466455,50.407924,2780,2780,SGE934065536061,Windpark Siegfriedeiche,888,139,120,EEG983737104640,,,
SEE952969322696,55497,7.653295,49.963953,7580,7580,SGE990584094260,Windpark Ellern,888,135,127,EEG914626053992,,,
SEE984054529413,61279,8.472773,50.406487,2780,2780,SGE911232926818,Windpark Siegfriedeiche,888,139,120,EEG943773220049,,,
SEE923151668694,61279,8.472514,50.401955,2780,2780,SGE917980225876,Windpark Siegfriedeiche,888,139,120,EEG999245188201,,,
SEE907734864895,79650,7.935299,47.709715,3000,3000,SGE979860542411,Windpark Rohrenkopf,888,149,115,EEG967722697423,,,
SEE948955380139,24896,9.319783,54.548636,3600,3600,SGE968222254994,Ipland B??rgerwind GmbH ??? Co. KG,888,93,114,EEG976126275458,,,
SEE928556094406,55497,7.650566,49.966809,3050,3050,SGE990584094260,Windpark Ellern,888,135.4,101,EEG914900013902,,,
SEE988568703048,79650,7.935024,47.716658,3000,3000,SGE979860542411,Windpark Rohrenkopf,888,149,115,EEG940102787846,,,
SEE955326587226,55497,7.661163,49.967849,7580,7580,SGE990584094260,Windpark Ellern,888,135,127,EEG989812918447,,,
SEE949396101635,79650,7.946658,47.720239,3000,3000,SGE979860542411,Windpark Rohrenkopf,888,149,115,EEG975373361716,,,
SEE909456301412,36289,9.815647,50.867595,3450,3450,SGE915402350076,WP Roteberg,888,141.5,117,EEG928734003220,,,
SEE950144478077,52076,6.173344,50.665781,3300,3300,SGE966450204682,Windpark M??nsterwald GmbH ??? Co. KG,888,140,112,EEG959049341370,,,
SEE979825336246,55497,7.665554,49.971947,7580,7580,SGE990584094260,Windpark Ellern,888,135,127,EEG938788755273,,,
SEE920672959904,91238,11.447447,49.428007,3050,3050,SGE931921399181,Windpark Offenhausen,888,135,101,EEG918458656406,,,
SEE965241858271,91238,11.448316,49.425241,3050,3050,SGE931921399181,Windpark Offenhausen,888,135,101,EEG957612790228,,,
SEE930627447646,4895,13.217374,51.515326,3370,3370,SGE939886218721,Ko??dorf,888,143,114,EEG956016897649,,,
SEE910525984641,55494,7.67461,49.976332,7580,7580,SGE990584094260,Windpark Ellern,888,135,127,EEG926280672273,,,
SEE970435778068,91238,11.448316,49.423048,3050,3050,SGE931921399181,Windpark Offenhausen,888,135,101,EEG972727639668,,,
SEE925448135438,55494,7.667196,49.975627,3050,3050,SGE990584094260,Windpark Ellern,888,135.4,101,EEG913499323959,,,
SEE976753256301,15306,14.339105,52.546629,2000,2000,SGE947993003499,S,888,105,90,EEG900576968240,,,
SEE945408405159,85253,11.268506,48.307466,2400,2400,SGE938060247588,Windpark Erdweg,888,141,117,EEG977924091820,,,
SEE917785912582,55494,7.684542,49.983956,3050,3050,SGE990584094260,Windpark Ellern,888,135.4,101,EEG942779279730,,,
SEE917090348588,50181,6.481168,51.032264,2050,2050,SGE966458260529,WEA Kaiskorb,888,100,92.5,EEG953343861947,,,
SEE997114988204,25767,9.264405,54.114532,3300,3300,SGE916403875216,Windpark Tensb??ttel-R??st WEA 1 GmbH ??? Co. KG,888,119,112,EEG945101607775,,,
SEE907479326559,25899,,,6,6,,WIND1,888,19,6,EEG957974054303,,,
SEE902858230953,25873,9.158948,54.465719,3170,3170,SGE911786047113,WEA 5,888,93,114,EEG944767741311,,,
SEE907866943499,55444,7.676284,49.948864,3050,3050,SGE983515504167,Windpark Seibersbach-D??rrebach,888,135.4,101,EEG958728159619,,,
SEE918882837587,55444,7.669612,49.947672,3050,3050,SGE983515504167,Windpark Seibersbach-D??rrebach,888,135.4,101,EEG918089663439,,,
SEE916303532165,55444,7.664062,49.94473,3050,3050,SGE983515504167,Windpark Seibersbach-D??rrebach,888,135.4,101,EEG943674150582,,,
SEE959511787231,25813,8.978065,54.443919,3075,3075,SGE976962793925,Energiepark Simonsberg,888,84,112,EEG987921416427,,,
